"","carat","length","width","depth","cut","color","clarity","fdepth","table"
"3057",0.31,4.35,4.4,2.7,"Ideal","D","VS2",61.7,55
"3058",0.31,4.32,4.33,2.69,"Ideal","D","VS2",62.2,56
"3059",0.31,4.44,4.48,2.63,"Ideal","D","VS2",59,57
"3060",0.31,4.33,4.34,2.68,"Ideal","E","VS1",61.8,56
"3061",0.3,4.26,4.29,2.69,"Very Good","D","SI2",62.9,58
"3062",0.3,4.22,4.27,2.66,"Very Good","G","SI1",62.7,58
"3063",0.34,4.43,4.48,2.84,"Good","I","SI1",63.7,54
"3064",0.31,4.32,4.36,2.7,"Ideal","D","VS2",62.2,56
"3065",0.36,4.59,4.61,2.85,"Ideal","I","IF",62,55
"3066",0.3,4.3,4.34,2.65,"Ideal","E","VS1",61.3,57
"3067",0.3,4.28,4.35,2.66,"Premium","F","VVS2",61.6,58
"3068",0.4,4.72,4.77,2.94,"Very Good","F","SI1",62,56
"3069",0.4,4.71,4.75,2.94,"Ideal","E","SI1",62.2,55
"3070",0.4,4.77,4.81,2.9,"Ideal","E","SI1",60.5,57
"3071",0.4,4.67,4.72,2.98,"Good","E","SI1",63.5,56
"3072",0.33,4.46,4.5,2.75,"Ideal","E","VS2",61.3,55
"3073",0.41,4.73,4.77,3,"Good","D","SI1",63.2,57
"3074",0.32,4.39,4.42,2.74,"Ideal","E","VS1",62.2,54
"3075",0.43,4.78,4.84,3.04,"Good","E","SI1",63.2,57
"3076",0.47,5,5.05,3.11,"Ideal","J","SI1",61.9,55
"3077",0.25,4.05,4.02,2.52,"Premium","E","VVS2",62.5,59
"3078",0.33,4.35,4.39,2.74,"Very Good","F","VS1",62.7,59
"3079",0.4,4.71,4.73,2.95,"Ideal","D","SI1",62.5,55
"3080",0.3,4.34,4.37,2.66,"Ideal","E","VVS2",61.1,56
"3081",0.3,4.29,4.31,2.63,"Ideal","D","VS1",61.2,59
"3082",0.31,4.35,4.39,2.7,"Ideal","G","VVS1",61.8,55
"3083",0.33,4.38,4.36,2.79,"Good","E","SI1",63.8,55
"3084",0.33,4.45,4.43,2.73,"Premium","I","VVS2",61.5,58
"3085",0.33,4.5,4.45,2.73,"Premium","H","VS1",61,59
"3086",0.33,4.53,4.49,2.68,"Premium","G","VS2",59.4,61
"3087",0.33,4.47,4.44,2.76,"Ideal","G","VS2",62,57
"3088",0.33,4.41,4.38,2.75,"Ideal","G","VS2",62.6,56
"3089",0.33,4.55,4.49,2.72,"Premium","E","SI1",60.2,58
"3090",0.42,4.79,4.81,2.98,"Ideal","E","SI1",62.1,55
"3091",0.31,4.3,4.23,2.74,"Good","F","VS2",64.2,59
"3092",0.34,4.46,4.5,2.8,"Ideal","E","VS2",62.5,55
"3093",0.34,4.49,4.53,2.8,"Ideal","F","VS1",62.1,57
"3094",0.26,4.12,4.14,2.55,"Ideal","H","VS1",61.8,56
"3095",0.24,3.99,4.02,2.49,"Very Good","H","VVS1",62.3,56
"3096",0.32,4.35,4.4,2.73,"Very Good","E","SI2",62.4,58
"3097",0.4,4.72,4.75,2.94,"Very Good","H","VS2",62.1,56
"3098",0.39,4.68,4.65,2.86,"Premium","J","VS2",61.3,60
"3099",0.37,4.57,4.61,2.84,"Premium","F","VS2",61.9,59
"3100",0.37,4.59,4.63,2.83,"Ideal","F","VS2",61.4,56
"3101",0.35,4.51,4.55,2.82,"Ideal","E","VS1",62.3,57
"3102",0.35,4.54,4.51,2.79,"Premium","F","SI1",61.7,58
"3103",0.37,4.61,4.55,2.81,"Premium","I","VS1",61.4,59
"3104",0.31,4.38,4.35,2.69,"Ideal","F","VS2",61.6,56
"3105",0.34,4.5,4.53,2.77,"Ideal","D","VS1",61.4,56
"3106",0.34,4.49,4.52,2.81,"Ideal","G","VVS2",62.4,53
"3107",0.38,4.56,4.6,2.87,"Good","F","VS2",62.7,58
"3108",0.33,4.39,4.42,2.72,"Premium","G","VVS2",61.7,59
"3109",0.3,4.27,4.29,2.69,"Very Good","D","VVS2",62.9,56
"3110",0.33,4.38,4.42,2.77,"Very Good","G","VVS2",63,57
"3111",0.3,4.27,4.31,2.67,"Ideal","G","VVS1",62.2,56
"3112",0.31,4.36,4.39,2.71,"Very Good","F","VVS2",62,56
"3113",0.34,4.6,4.61,2.66,"Good","E","VS2",57.8,64
"3114",0.3,4.3,4.33,2.66,"Very Good","E","VS1",61.7,56
"3115",0.41,4.72,4.76,2.98,"Very Good","E","SI1",62.9,56
"3116",0.41,4.7,4.74,2.96,"Ideal","F","SI1",62.7,57
"3117",0.41,4.74,4.78,2.97,"Very Good","E","SI1",62.4,55
"3118",0.41,4.77,4.81,2.92,"Premium","F","SI1",61,60
"3119",0.32,4.43,4.41,2.71,"Premium","D","SI1",61.3,60
"3120",0.32,4.42,4.38,2.73,"Ideal","D","SI1",62,57
"3121",0.32,4.53,4.51,2.68,"Ideal","D","SI1",59.3,55
"3122",0.32,4.42,4.39,2.7,"Ideal","D","SI1",61.3,55
"3123",0.32,4.41,4.37,2.69,"Ideal","D","SI1",61.3,57
"3124",0.45,4.73,4.5,3.19,"Fair","G","SI1",68.6,57
"3125",0.31,4.36,4.38,2.69,"Ideal","F","VS2",61.6,55
"3126",0.41,4.98,4.94,2.8,"Good","D","SI1",56.5,63
"3127",0.32,4.36,4.42,2.77,"Good","H","SI1",63.1,54
"3128",0.32,4.44,4.45,2.68,"Ideal","I","VS2",60.3,56
"3129",0.32,4.37,4.42,2.75,"Premium","I","VS2",62.6,58
"3130",0.32,4.39,4.41,2.69,"Ideal","D","VS2",61.1,56
"3131",0.32,4.39,4.43,2.74,"Ideal","D","VS2",62.1,56
"3132",0.32,4.37,4.41,2.72,"Ideal","D","VS2",62,55
"3133",0.36,4.58,4.63,2.76,"Premium","I","IF",59.9,59
"3134",0.31,4.31,4.34,2.7,"Ideal","G","VVS1",62.4,54
"3135",0.35,4.5,4.53,2.79,"Very Good","F","VS1",61.9,56
"3136",0.34,4.49,4.52,2.79,"Ideal","F","VS1",61.9,55
"3137",0.43,4.79,4.82,3.01,"Ideal","E","SI1",62.6,56
"3138",0.3,4.3,4.33,2.63,"Ideal","D","VS1",61,57
"3139",0.31,4.33,4.36,2.71,"Ideal","F","VVS2",62.4,55
"3140",0.43,4.84,4.88,3.02,"Ideal","G","SI1",62.2,54
"3141",0.3,4.3,4.32,2.68,"Ideal","G","VVS1",62.2,57
"3142",0.3,4.31,4.35,2.66,"Ideal","G","VVS1",61.4,58
"3143",0.34,4.53,4.57,2.78,"Ideal","F","VS1",61.1,55
"3144",0.3,4.34,4.36,2.71,"Ideal","H","IF",62.3,54
"3145",0.33,4.41,4.45,2.78,"Ideal","F","VS1",62.8,55
"3146",0.34,4.52,4.48,2.78,"Ideal","G","VS2",61.8,56
"3147",0.4,4.7,4.66,2.99,"Good","I","SI1",63.9,57
"3148",0.34,4.49,4.46,2.78,"Premium","H","VS1",62.1,58
"3149",0.34,4.44,4.4,2.79,"Very Good","H","VS1",63.1,57
"3150",0.34,4.51,4.49,2.76,"Ideal","G","VS2",61.3,55
"3151",0.34,4.51,4.46,2.79,"Ideal","G","VS2",62.2,53
"3152",0.34,4.47,4.44,2.77,"Ideal","G","VS2",62.2,57
"3153",0.34,4.51,4.48,2.74,"Ideal","E","SI1",61,57
"3154",0.34,4.49,4.45,2.78,"Ideal","E","SI1",62.2,55
"3155",0.3,4.3,4.33,2.67,"Ideal","E","VVS2",61.9,55
"3156",0.31,4.4,4.43,2.67,"Ideal","D","VS1",60.5,57
"3157",0.38,4.65,4.66,2.83,"Very Good","G","VS2",60.8,61
"3158",0.39,4.85,4.9,2.82,"Very Good","J","VVS1",57.8,59
"3159",0.35,4.52,4.57,2.8,"Premium","E","VS2",61.6,58
"3160",0.3,4.27,4.3,2.67,"Ideal","J","SI1",62.3,57
"3161",0.2,3.73,3.68,2.31,"Premium","D","VS2",62.3,60
"3162",0.23,3.89,3.9,2.49,"Very Good","H","IF",63.9,55
"3163",0.32,4.4,4.44,2.7,"Ideal","I","SI1",61.2,56
"3164",0.3,4.33,4.37,2.68,"Ideal","H","SI1",61.6,54
"3165",0.25,4.08,4.11,2.46,"Very Good","H","VVS1",60.1,62
"3166",0.35,4.52,4.56,2.79,"Ideal","E","VS2",61.5,55
"3167",0.38,4.65,4.7,2.88,"Ideal","G","VS2",61.5,54.4
"3168",0.32,4.39,4.42,2.68,"Ideal","E","VS2",60.8,57
"3169",0.26,4.11,4.08,2.52,"Ideal","E","VVS2",61.5,56
"3170",0.4,4.78,4.82,2.85,"Very Good","E","VS2",59.4,58
"3171",0.36,4.61,4.54,2.82,"Premium","F","SI1",61.6,60
"3172",0.41,4.83,4.8,2.92,"Premium","E","SI2",60.6,60
"3173",0.3,4.2,4.18,2.73,"Fair","D","VVS2",65.2,59
"3174",0.31,4.3,4.34,2.69,"Ideal","G","VVS1",62.5,56
"3175",0.35,4.49,4.47,2.78,"Ideal","D","SI1",62.1,57
"3176",0.44,4.82,4.87,3,"Premium","G","SI1",61.9,59
"3177",0.44,4.88,4.93,2.99,"Premium","G","SI1",61,60
"3178",0.32,4.48,4.46,2.66,"Premium","F","VS2",59.5,60
"3179",0.42,4.8,4.83,3.02,"Very Good","F","SI1",62.7,55
"3180",0.42,4.78,4.79,3,"Premium","E","SI1",62.7,59
"3181",0.36,4.55,4.57,2.85,"Ideal","D","VS2",62.5,55
"3182",0.43,4.79,4.8,3.06,"Good","D","SI1",63.8,55
"3183",0.41,4.79,4.76,2.97,"Ideal","J","VS1",62.2,55
"3184",0.34,4.44,4.46,2.75,"Ideal","H","VVS1",61.8,57
"3185",0.41,4.71,4.75,2.94,"Premium","J","VVS1",62.2,59
"3186",0.3,4.31,4.25,2.72,"Good","G","VS1",63.6,54
"3187",0.3,4.35,4.33,2.66,"Ideal","H","VVS2",61.3,56
"3188",0.3,4.3,4.28,2.64,"Premium","H","VVS2",61.5,58
"3189",0.3,4.28,4.23,2.68,"Premium","H","VVS2",63,56
"3190",0.3,4.36,4.31,2.66,"Ideal","G","VS1",61.4,55
"3191",0.3,4.3,4.27,2.67,"Premium","G","VS1",62.3,59
"3192",0.3,4.29,4.27,2.68,"Ideal","G","VS1",62.6,57
"3193",0.3,4.26,4.24,2.68,"Very Good","G","VS1",63.1,56
"3194",0.3,4.34,4.31,2.68,"Ideal","F","VS2",62,54
"3195",0.3,4.33,4.31,2.64,"Ideal","F","VS2",61.1,56
"3196",0.28,4.13,4.16,2.58,"Very Good","D","VS1",62.2,61
"3197",0.25,4.09,4.14,2.52,"Ideal","D","SI1",61.5,55
"3198",0.26,4.09,4.13,2.54,"Ideal","E","VS1",61.8,55
"3199",0.3,4.32,4.29,2.63,"Premium","F","VS2",61.1,59
"3200",0.3,4.28,4.26,2.67,"Premium","F","VS2",62.5,58
"3201",0.28,4.21,4.25,2.63,"Very Good","D","VVS2",62.2,52
"3202",0.31,4.36,4.39,2.71,"Ideal","D","VVS2",61.9,55
"3203",0.33,4.47,4.49,2.69,"Very Good","D","VS2",60,62
"3204",0.39,4.74,4.72,2.87,"Premium","E","SI2",60.7,62
"3205",0.32,4.42,4.45,2.72,"Ideal","E","VVS2",61.3,54
"3206",0.34,4.49,4.54,2.77,"Ideal","D","VS1",61.4,57
"3207",0.33,4.49,4.47,2.7,"Premium","D","SI1",60.3,58
"3208",0.33,4.46,4.41,2.68,"Premium","D","SI1",60.4,60
"3209",0.33,4.43,4.46,2.79,"Very Good","D","VS2",62.8,54
"3210",0.33,4.41,4.45,2.73,"Premium","E","VS1",61.6,58
"3211",0.33,4.42,4.47,2.76,"Ideal","D","VS2",62.1,56
"3212",0.47,5.01,5.05,3.11,"Ideal","H","SI2",61.8,54
"3213",0.42,4.8,4.83,3,"Very Good","D","SI1",62.3,58
"3214",0.41,4.74,4.7,3,"Good","G","SI2",63.6,54
"3215",0.32,4.4,4.43,2.7,"Ideal","F","VVS2",61.2,57
"3216",0.39,4.66,4.69,2.91,"Ideal","I","VVS2",62.3,54
"3217",0.38,4.66,4.68,2.84,"Ideal","D","VS2",60.8,57
"3218",0.37,4.56,4.6,2.85,"Premium","G","VVS2",62.2,58
"3219",0.39,4.67,4.7,2.83,"Very Good","G","VS2",60.4,61
"3220",0.35,4.57,4.54,2.79,"Premium","H","VS1",61.3,59
"3221",0.35,4.56,4.52,2.78,"Ideal","E","SI1",61.2,57
"3222",0.31,4.4,4.45,2.64,"Premium","D","VS1",59.7,58
"3223",0.31,4.37,4.4,2.73,"Ideal","G","VVS1",62.3,54
"3224",0.31,4.33,4.36,2.7,"Ideal","G","VVS1",62.1,55
"3225",0.43,4.86,4.91,3.04,"Ideal","I","VS1",62.2,53
"3226",0.31,4.38,4.4,2.73,"Ideal","H","IF",62.2,54
"3227",0.3,4.27,4.3,2.69,"Very Good","G","VVS1",62.8,58
"3228",0.3,4.28,4.32,2.66,"Ideal","E","VVS2",61.9,57
"3229",0.26,4.1,4.14,2.54,"Very Good","F","VS1",61.7,58
"3230",0.31,4.43,4.39,2.62,"Premium","J","SI1",59.4,62
"3231",0.32,4.39,4.42,2.72,"Ideal","D","SI2",61.7,55
"3232",0.36,4.51,4.54,2.84,"Very Good","E","VS2",62.8,56
"3233",0.3,4.3,4.34,2.61,"Premium","H","IF",60.4,60
"3234",0.3,4.33,4.35,2.68,"Ideal","E","VVS2",61.8,56
"3235",0.3,4.29,4.31,2.67,"Very Good","G","VVS1",62.1,56
"3236",0.3,4.26,4.29,2.64,"Premium","E","VVS2",61.8,58
"3237",0.3,4.26,4.3,2.64,"Premium","G","VVS1",61.7,58
"3238",0.4,4.71,4.72,2.95,"Ideal","F","VS2",62.6,56
"3239",0.39,4.71,4.66,2.86,"Premium","J","VS1",61,62
"3240",0.4,4.68,4.72,2.84,"Very Good","E","VS2",60.4,63
"3241",0.37,4.6,4.56,2.86,"Premium","F","SI1",62.4,59
"3242",0.41,4.77,4.79,2.98,"Ideal","D","SI1",62.3,55
"3243",0.41,4.76,4.78,2.93,"Premium","D","SI1",61.4,58
"3244",0.4,4.75,4.79,2.92,"Ideal","H","VS1",61.2,55
"3245",0.43,4.79,4.84,3.03,"Very Good","F","SI1",62.9,59
"3246",0.43,4.79,4.83,3,"Very Good","E","SI1",62.4,56
"3247",0.36,4.59,4.61,2.84,"Ideal","G","VVS2",61.8,54
"3248",0.45,5.08,4.98,2.91,"Fair","F","SI1",57.9,66
"3249",0.3,4.34,4.36,2.69,"Ideal","E","VS2",61.8,55
"3250",0.32,4.46,4.48,2.73,"Ideal","G","VVS1",61.1,55
"3251",0.33,4.51,4.42,2.75,"Premium","G","VS1",61.6,57
"3252",0.4,4.71,4.68,2.98,"Very Good","E","SI2",63.5,56
"3253",0.35,4.57,4.61,2.75,"Premium","H","VVS1",59.9,59
"3254",0.35,4.49,4.54,2.81,"Very Good","G","VVS2",62.2,58
"3255",0.27,4.16,4.12,2.56,"Ideal","E","VVS2",61.8,57
"3256",0.3,4.26,4.2,2.73,"Fair","E","VS1",64.5,56
"3257",0.36,4.58,4.61,2.84,"Ideal","D","VS2",61.8,55
"3258",0.38,4.61,4.67,2.88,"Ideal","F","VS2",62.1,57
"3259",0.32,4.45,4.48,2.65,"Good","E","VVS1",59.4,61
"3260",0.33,4.5,4.51,2.72,"Ideal","G","VVS1",60.4,58
"3261",0.39,4.72,4.76,2.93,"Ideal","G","VS1",61.8,55
"3262",0.26,4.12,4.16,2.54,"Ideal","G","VS1",61.4,56
"3263",0.3,4.3,4.34,2.7,"Ideal","I","VS1",62.5,54
"3264",0.23,3.95,3.97,2.4,"Good","E","VVS1",60.6,65
"3265",0.31,4.36,4.35,2.71,"Ideal","H","VVS2",62.2,55
"3266",0.31,4.36,4.32,2.71,"Ideal","H","VVS2",62.4,57
"3267",0.31,4.33,4.3,2.71,"Ideal","H","VVS2",62.8,57
"3268",0.31,4.37,4.35,2.67,"Premium","G","VS1",61.2,59
"3269",0.31,4.36,4.31,2.69,"Premium","G","VS1",62.1,58
"3270",0.31,4.29,4.27,2.7,"Very Good","G","VS1",63.1,59
"3271",0.31,4.39,4.35,2.71,"Ideal","F","VS2",62,56
"3272",0.31,4.37,4.33,2.71,"Ideal","F","VS2",62.3,55
"3273",0.31,4.34,4.3,2.69,"Ideal","F","VS2",62.3,57
"3274",0.31,4.33,4.29,2.7,"Ideal","F","VS2",62.6,57
"3275",0.33,4.5,4.47,2.69,"Ideal","E","VS1",60,57
"3276",0.43,4.87,4.89,2.99,"Ideal","E","SI1",61.2,56.2
"3277",0.34,4.44,4.4,2.76,"Premium","I","VVS1",62.4,59
"3278",0.34,4.5,4.44,2.74,"Ideal","D","SI1",61.3,57
"3279",0.34,4.5,4.47,2.77,"Ideal","I","VVS1",61.8,56
"3280",0.33,4.47,4.5,2.74,"Ideal","F","VS2",61.1,56
"3281",0.34,4.51,4.53,2.74,"Ideal","D","VS2",60.6,57
"3282",0.34,4.45,4.48,2.78,"Ideal","D","VS2",62.3,55
"3283",0.34,4.4,4.47,2.77,"Ideal","D","VS2",62.5,57
"3284",0.33,4.46,4.49,2.75,"Ideal","E","VS1",61.5,54
"3285",0.29,4.27,4.23,2.59,"Premium","E","VVS1",60.9,61
"3286",0.4,4.74,4.66,2.98,"Good","H","VS1",63.4,58
"3287",0.39,4.76,4.81,2.87,"Very Good","E","VS2",60,56
"3288",0.37,4.65,4.68,2.82,"Ideal","G","VS2",60.5,56
"3289",0.4,4.73,4.7,2.98,"Very Good","J","VS1",63.2,57
"3290",0.36,4.62,4.58,2.82,"Premium","E","SI1",61.3,56
"3291",0.3,4.26,4.21,2.68,"Very Good","I","IF",63.3,56
"3292",0.44,4.85,4.88,3.06,"Very Good","E","SI1",62.9,58
"3293",0.44,4.79,4.86,3,"Very Good","E","SI1",62.2,60
"3294",0.33,4.4,4.47,2.77,"Very Good","F","VVS2",62.5,59
"3295",0.34,4.49,4.52,2.79,"Ideal","I","SI1",61.9,57
"3296",0.25,4.02,4.07,2.52,"Ideal","G","VS1",62.3,53
"3297",0.32,4.4,4.46,2.72,"Ideal","G","SI1",61.4,55
"3298",0.37,4.64,4.71,2.78,"Very Good","E","VS2",59.5,59
"3299",0.37,4.59,4.62,2.83,"Ideal","E","VS2",61.5,56
"3300",0.38,4.61,4.58,2.87,"Premium","I","VS2",62.5,58
"3301",0.44,4.86,4.89,3.01,"Very Good","I","VS1",61.9,57
"3302",0.31,4.22,4.28,2.73,"Good","E","IF",64.2,60
"3303",0.33,4.44,4.48,2.73,"Ideal","E","VVS2",61.2,56
"3304",0.3,4.32,4.33,2.69,"Ideal","D","VVS2",62.2,55
"3305",0.32,4.42,4.45,2.76,"Ideal","G","VVS1",62.2,53
"3306",0.3,4.26,4.29,2.67,"Ideal","F","VVS1",62.5,57
"3307",0.3,4.3,4.33,2.67,"Ideal","F","VVS1",61.9,56
"3308",0.32,4.41,4.49,2.74,"Ideal","H","IF",61.6,54
"3309",0.3,4.37,4.3,2.61,"Premium","E","VS1",60.2,57
"3310",0.31,4.35,4.37,2.72,"Ideal","D","VVS2",62.4,54
"3311",0.38,4.77,4.74,2.81,"Premium","D","SI1",59.1,58
"3312",0.31,4.37,4.32,2.69,"Premium","E","VS1",61.9,56
"3313",0.31,4.35,4.38,2.7,"Premium","E","VVS2",61.9,58
"3314",0.31,4.38,4.43,2.68,"Very Good","E","VVS2",60.8,55
"3315",0.31,4.32,4.36,2.75,"Good","G","VVS1",63.4,57
"3316",0.31,4.32,4.35,2.66,"Premium","G","VVS1",61.4,58
"3317",0.31,4.35,4.38,2.69,"Ideal","E","VVS2",61.6,55
"3318",0.37,4.76,4.69,2.76,"Premium","G","VS1",58.4,59
"3319",0.41,4.72,4.68,2.97,"Very Good","E","SI2",63.2,58
"3320",0.34,4.53,4.56,2.76,"Very Good","G","VVS1",60.9,57
"3321",0.3,4.21,4.17,2.7,"Fair","G","VVS2",64.4,58
"3322",0.27,4.21,4.12,2.57,"Premium","F","IF",61.7,57
"3323",0.39,4.8,4.83,2.83,"Very Good","F","VS2",58.8,59
"3324",0.41,4.83,4.85,2.93,"Very Good","G","VS1",60.5,56
"3325",0.41,4.79,4.81,2.97,"Ideal","I","VS1",61.9,55
"3326",0.45,4.95,4.97,3.07,"Ideal","I","VS1",61.9,54
"3327",0.42,4.8,4.83,2.95,"Premium","D","VS2",61.3,58
"3328",0.32,4.4,4.43,2.69,"Premium","H","SI1",60.9,60
"3329",0.31,4.34,4.38,2.68,"Very Good","G","SI1",61.5,59
"3330",0.31,4.3,4.34,2.7,"Very Good","D","SI2",62.5,55
"3331",0.31,4.4,4.42,2.6,"Good","E","VVS1",59,59
"3332",0.35,4.53,4.51,2.86,"Very Good","D","SI1",63.3,57
"3333",0.35,4.54,4.51,2.81,"Premium","D","SI1",62.1,58
"3334",0.41,4.76,4.78,2.94,"Ideal","I","VVS2",61.6,57
"3335",0.41,4.7,4.73,2.94,"Premium","I","VVS2",62.4,60
"3336",0.41,4.8,4.83,2.93,"Premium","G","VS2",60.9,58
"3337",0.41,4.71,4.74,2.97,"Very Good","I","VVS2",62.9,58
"3338",0.41,4.77,4.8,2.95,"Ideal","I","VVS2",61.7,56
"3339",0.41,4.76,4.78,2.96,"Premium","I","VVS2",62.1,58
"3340",0.31,4.39,4.43,2.71,"Ideal","D","VVS2",61.5,56
"3341",0.36,4.58,4.6,2.85,"Ideal","E","VS1",62,55
"3342",0.28,4.21,4.18,2.57,"Premium","E","VVS1",61.3,60
"3343",0.32,4.39,4.37,2.71,"Ideal","H","VVS2",61.9,55
"3344",0.32,4.45,4.42,2.74,"Ideal","G","VS1",61.8,55
"3345",0.32,4.43,4.39,2.73,"Ideal","G","VS1",61.9,55
"3346",0.32,4.39,4.35,2.71,"Ideal","G","VS1",62,56
"3347",0.32,4.36,4.35,2.69,"Premium","G","VS1",61.8,60
"3348",0.32,4.45,4.4,2.67,"Ideal","F","VS2",60.3,55
"3349",0.32,4.44,4.4,2.68,"Premium","F","VS2",60.6,59
"3350",0.32,4.38,4.36,2.73,"Ideal","F","VS2",62.5,56
"3351",0.32,4.38,4.34,2.74,"Ideal","F","VS2",62.8,53
"3352",0.4,4.71,4.74,2.95,"Ideal","J","IF",62.4,56
"3353",0.42,4.87,4.84,2.95,"Ideal","G","SI2",60.7,57
"3354",0.35,4.54,4.57,2.76,"Ideal","D","VS2",60.6,56
"3355",0.35,4.54,4.56,2.79,"Ideal","D","VS2",61.3,56
"3356",0.35,4.51,4.55,2.83,"Ideal","F","VVS2",62.5,56
"3357",0.41,4.75,4.72,2.97,"Ideal","J","VS1",62.7,57
"3358",0.3,4.27,4.3,2.63,"Very Good","G","IF",61.4,59
"3359",0.38,4.65,4.69,2.91,"Ideal","H","VVS2",62.3,53.3
"3360",0.37,4.7,4.68,2.81,"Premium","E","SI1",59.9,59
"3361",0.31,4.39,4.42,2.59,"Very Good","G","SI1",58.8,62
"3362",0.31,4.27,4.3,2.71,"Good","G","SI1",63.2,57
"3363",0.27,4.17,4.21,2.61,"Very Good","E","VS1",62.3,54
"3364",0.37,4.59,4.55,2.87,"Premium","G","VS2",62.8,60
"3365",0.38,4.62,4.66,2.87,"Premium","G","VS1",61.9,58
"3366",0.38,4.68,4.63,2.85,"Ideal","H","SI1",61.2,56
"3367",0.38,4.7,4.74,2.85,"Very Good","F","VS1",60.4,60
"3368",0.41,4.72,4.68,3.02,"Good","G","SI1",64.3,54
"3369",0.3,4.34,4.37,2.67,"Ideal","E","VVS2",61.3,54
"3370",0.34,4.51,4.53,2.75,"Ideal","E","VVS2",60.8,58
"3371",0.3,4.28,4.31,2.64,"Ideal","E","VVS1",61.5,58
"3372",0.42,4.85,4.83,2.98,"Ideal","F","SI1",61.6,55
"3373",0.42,4.9,4.86,2.87,"Premium","E","SI2",58.8,60
"3374",0.35,4.58,4.59,2.77,"Ideal","H","VVS1",60.5,57
"3375",0.31,4.34,4.38,2.71,"Ideal","D","VVS2",62.2,54
"3376",0.31,4.34,4.36,2.71,"Ideal","F","VVS1",62.3,54
"3377",0.4,4.76,4.74,2.83,"Premium","G","SI1",59.6,61
"3378",0.32,4.38,4.41,2.71,"Ideal","F","VVS1",61.7,56
"3379",0.32,4.39,4.4,2.72,"Ideal","G","VVS1",61.9,56
"3380",0.32,4.41,4.43,2.7,"Ideal","G","VVS1",61.1,57
"3381",0.4,4.69,4.72,2.96,"Very Good","F","VS2",62.9,57
"3382",0.32,4.36,4.39,2.73,"Ideal","G","VVS1",62.4,56
"3383",0.32,4.45,4.49,2.69,"Ideal","G","VVS1",60.2,56
"3384",0.4,4.73,4.78,2.98,"Ideal","F","VS2",62.6,54
"3385",0.38,4.69,4.73,2.88,"Ideal","E","SI1",61.1,55
"3386",0.3,4.37,4.33,2.67,"Ideal","F","VS1",61.4,56
"3387",0.3,4.38,4.33,2.61,"Premium","E","VS2",59.9,59
"3388",0.3,4.35,4.31,2.65,"Ideal","E","VS2",61.2,55
"3389",0.3,4.33,4.29,2.7,"Ideal","E","VS2",62.6,56
"3390",0.3,4.32,4.28,2.68,"Ideal","E","VS2",62.3,56
"3391",0.3,4.3,4.27,2.64,"Ideal","E","VS2",61.6,56
"3392",0.3,4.28,4.25,2.66,"Ideal","E","VS2",62.4,56
"3393",0.37,4.74,4.7,2.84,"Ideal","F","SI1",60.2,53
"3394",0.33,4.34,4.42,2.74,"Very Good","I","VS2",62.6,58
"3395",0.27,4.15,4.17,2.59,"Ideal","H","VS1",62.3,56
"3396",0.23,3.98,4.01,2.45,"Very Good","F","VVS2",61.3,60
"3397",0.41,4.7,4.75,3,"Very Good","I","VVS1",63.5,58
"3398",0.37,4.64,4.65,2.84,"Ideal","F","VS1",61.1,56
"3399",0.4,4.74,4.86,2.94,"Very Good","F","VS1",61.2,58
"3400",0.42,4.83,4.89,2.89,"Premium","G","VS2",59.5,59
"3401",0.42,4.8,4.82,2.99,"Ideal","G","VS2",62.2,54
"3402",0.34,4.52,4.56,2.78,"Ideal","F","VVS2",61.3,56
"3403",0.35,4.54,4.58,2.78,"Ideal","E","VVS2",61,57
"3404",0.4,4.68,4.72,2.99,"Very Good","D","VS2",63.6,55
"3405",0.46,4.97,4.98,3.08,"Ideal","I","SI1",61.9,55
"3406",0.36,4.58,4.53,2.83,"Ideal","D","SI1",62.1,56
"3407",0.36,4.57,4.55,2.85,"Ideal","D","SI1",62.5,56
"3408",0.3,4.3,4.28,2.6,"Premium","E","VS1",60.6,62
"3409",0.36,4.57,4.59,2.84,"Ideal","E","VS1",62,56
"3410",0.41,4.87,4.85,2.86,"Premium","E","SI1",58.8,62
"3411",0.43,4.84,4.87,3.02,"Very Good","G","VS2",62.4,56
"3412",0.33,4.49,4.54,2.68,"Premium","G","IF",59.4,59
"3413",0.38,4.68,4.69,2.89,"Ideal","E","VS2",61.7,54.3
"3414",0.4,4.67,4.7,2.92,"Ideal","I","VVS1",62.3,56
"3415",0.33,4.55,4.47,2.73,"Ideal","F","VS2",60.5,55
"3416",0.33,4.45,4.42,2.73,"Premium","H","VVS2",61.6,58
"3417",0.33,4.49,4.43,2.7,"Premium","G","VS1",60.5,58
"3418",0.33,4.45,4.43,2.77,"Ideal","G","VS1",62.4,56
"3419",0.33,4.42,4.4,2.74,"Ideal","G","VS1",62.1,56
"3420",0.33,4.49,4.47,2.74,"Ideal","F","VS2",61.2,54
"3421",0.33,4.42,4.4,2.73,"Ideal","F","VS2",61.9,57
"3422",0.33,4.48,4.45,2.75,"Ideal","F","VS2",61.6,55
"3423",0.4,4.74,4.68,2.92,"Ideal","H","SI1",62,56
"3424",0.4,4.75,4.7,2.9,"Premium","E","SI2",61.4,59
"3425",0.4,4.73,4.69,2.94,"Premium","D","SI2",62.4,58
"3426",0.38,4.71,4.68,2.86,"Ideal","G","SI1",60.9,56
